Name,ManaCost,Colors,ColorIdentity,Type,Category,CardType,IsLand,OracleText
Behold the Unspeakable // Vision of the Unspeakable,5.0,U,U,Enchantment — Saga // Enchantment Creature — Spirit,"Card Draw, Creature, Enchantment",Creature,false,"(As this Saga enters and after your draw step, add a lore counter.) I — Creatures you don't control get -2/-0 until your next turn. II — If you have one or fewer cards in hand, draw four cards. Otherwise, scry 2, then draw two cards. III — Exile this Saga, then return it to the battlefield transformed under your control. // Flying, trample This creature gets +1/+1 for each card in your hand."
Spinny Ride,0.0,,,Artifact — Attraction,Artifact,Artifact,false,Visit — Tap target creature an opponent controls.
Loam Dweller,2.0,G,G,Creature — Spirit,Creature,Creature,false,"Whenever you cast a Spirit or Arcane spell, you may put a land card from your hand onto the battlefield tapped."
Festival,1.0,W,W,Instant,"Instant, Stax",Instant,false,Cast this spell only during an opponent's upkeep. Creatures can't attack this turn.
Chimeric Idol,3.0,,,Artifact,Artifact,Artifact,false,{0}: Tap all lands you control. This artifact becomes a 3/3 Turtle artifact creature until end of turn.
Rakdos Guildgate,0.0,,,Land — Gate,Land,Land,true,This land enters tapped. {T}: Add {B} or {R}.
Elder Spawn,7.0,U,U,Creature — Spawn,Creature,Creature,false,"At the beginning of your upkeep, unless you sacrifice an Island, sacrifice this creature and it deals 6 damage to you. This creature can't be blocked by red creatures."
Storm Sculptor,4.0,U,U,Creature — Merfolk Wizard,Creature,Creature,false,"This creature can't be blocked. When this creature enters, return a creature you control to its owner's hand."
Indomitable Might,4.0,G,G,Enchantment — Aura,Enchantment,Enchantment,false,Flash Enchant creature Enchanted creature gets +3/+3. Enchanted creature's controller may have it assign its combat damage as though it weren't blocked.
Panglacial Wurm,7.0,G,G,Creature — Wurm,Creature,Creature,false,"Trample While you're searching your library, you may cast this card from your library."
Mutant Town,0.0,,,Land,"Land, Life Gain",Land,true,"This land enters tapped. When this land enters, you gain 1 life. {T}: Add {G} or {U}."
Sword of Once and Future,3.0,,,Artifact — Equipment,"Artifact, Protection",Artifact,false,"Equipped creature gets +2/+2 and has protection from blue and from black. Whenever equipped creature deals combat damage to a player, surveil 2. Then you may cast an instant or sorcery spell with mana value 2 or less from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead. Equip {2}"
Defiant Strike,1.0,W,W,Instant,"Card Draw, Instant",Instant,false,Target creature gets +1/+0 until end of turn. Draw a card.
Blood Seeker,2.0,B,B,Creature — Vampire Shaman,Creature,Creature,false,"Whenever a creature an opponent controls enters, you may have that player lose 1 life."
Boros Cluestone,3.0,,,Artifact,"Artifact, Card Draw, Ramp",Artifact,false,"{T}: Add {R} or {W}. {R}{W}, {T}, Sacrifice this artifact: Draw a card."
Jaya's Phoenix,5.0,R,R,Creature — Phoenix,"Creature, Removal",Creature,false,"Flying, haste Whenever this creature deals combat damage to a player or planeswalker, copy the next loyalty ability you activate this turn when you activate it. You may choose new targets for the copy. Whenever you cast a planeswalker spell, you may return this card from your graveyard to the battlefield."
Agonizing Memories,4.0,B,B,Sorcery,Sorcery,Sorcery,false,Look at target player's hand and choose two cards from it. Put them on top of that player's library in any order.
Screeching Drake,4.0,U,U,Creature — Drake,"Card Draw, Creature, Discard",Creature,false,"Flying When this creature enters, draw a card, then discard a card."
"Jareth, Leonine Titan",6.0,W,W,Legendary Creature — Cat Giant,"Creature, Protection",Creature,false,"Whenever Jareth blocks, it gets +7/+7 until end of turn. {W}: Jareth gains protection from the color of your choice until end of turn."
Spiny Starfish,3.0,U,U,Creature — Starfish,"Creature, Token Generation",Creature,false,"{U}: Regenerate this creature. At the beginning of each end step, if this creature regenerated this turn, create a 0/1 blue Starfish creature token for each time it regenerated this turn."
Conflux,8.0,B;G;R;U;W,B;G;R;U;W,Sorcery,"Sorcery, Tutor",Sorcery,false,"Search your library for a white card, a blue card, a black card, a red card, and a green card. Reveal those cards, put them into your hand, then shuffle."
Horrible Hordes,3.0,,,Artifact Creature — Spirit,"Artifact, Creature",Creature,false,"Rampage 1 (Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)"
Angelfire Ignition,3.0,R;W,R;W,Sorcery,"Life Gain, Protection, Removal, Sorcery",Sorcery,false,"Put two +1/+1 counters on target creature. It gains vigilance, trample, lifelink, indestructible, and haste until end of turn. Flashback {2}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
Impulsivity,7.0,R,R,Creature — Elemental Incarnation,"Creature, Removal, Token Generation",Creature,false,"When this creature enters, you may cast target instant or sorcery card from a graveyard without paying its mana cost. If that spell would be put into a graveyard, exile it instead. Encore {7}{R}{R} ({7}{R}{R}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)"
Force of Rage,3.0,R,R,Instant,"Instant, Token Generation",Instant,false,"If it's not your turn, you may exile a red card from your hand rather than pay this spell's mana cost. Create two 3/1 red Elemental creature tokens with trample and haste. Sacrifice those tokens at the beginning of your next upkeep."
Response // Resurgence,7.0,R;W,R;W,Instant // Sorcery,"Instant, Removal, Sorcery",Instant,false,"Response deals 5 damage to target attacking or blocking creature. // Creatures you control gain first strike and vigilance until end of turn. After this main phase, there is an additional combat phase followed by an additional main phase."
Flooded Grove,0.0,,,Land,Land,Land,true,"{T}: Add {C}. {G/U}, {T}: Add {G}{G}, {G}{U}, or {U}{U}."
Necrogenesis,2.0,B;G,B;G,Enchantment,"Enchantment, Removal, Token Generation",Enchantment,false,{2}: Exile target creature card from a graveyard. Create a 1/1 green Saproling creature token.
Ether Well,4.0,U,U,Instant,Instant,Instant,false,"Put target creature on top of its owner's library. If that creature is red, you may put it on the bottom of its owner's library instead."
Infernal Idol,3.0,,,Artifact,"Artifact, Card Draw, Ramp",Artifact,false,"{T}: Add {B}. {1}{B}{B}, {T}, Sacrifice this artifact: You draw two cards and you lose 2 life."
Mark of Asylum,2.0,W,W,Enchantment,Enchantment,Enchantment,false,Prevent all noncombat damage that would be dealt to creatures you control.
Clockwork Beast,6.0,,,Artifact Creature — Beast,"Artifact, Creature, Stax",Creature,false,"This creature enters with seven +1/+0 counters on it. At end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it. {X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than seven. Activate only during your upkeep."
Ravenous Bloodseeker,2.0,R,R,Creature — Vampire Berserker,"Creature, Discard",Creature,false,Discard a card: This creature gets +2/-2 until end of turn.
Wee Dragonauts,3.0,R;U,R;U,Creature — Faerie Wizard,Creature,Creature,false,"Flying Whenever you cast an instant or sorcery spell, this creature gets +2/+0 until end of turn."
Urza's Armor,6.0,,,Artifact,Artifact,Artifact,false,"If a source would deal damage to you, prevent 1 of that damage."
Augur il-Vec,2.0,W,W,Creature — Human Cleric,"Creature, Life Gain",Creature,false,Shadow (This creature can block or be blocked by only creatures with shadow.) Sacrifice this creature: You gain 4 life. Activate only during your upkeep.
Signal Pest,1.0,,,Artifact Creature — Pest,"Artifact, Creature, Stax",Creature,false,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.) This creature can't be blocked except by creatures with flying or reach."
Rampaging Raptor,4.0,R,R,Creature — Dinosaur,"Creature, Removal",Creature,false,"Trample, haste {2}{R}: This creature gets +2/+0 until end of turn. Whenever this creature deals combat damage to an opponent, it deals that much damage to target planeswalker that player controls or battle that player protects."
"Selvala, Explorer Returned",3.0,G;W,G;W,Legendary Creature — Elf Scout,"Card Draw, Creature, Life Gain, Ramp",Creature,false,"Parley — {T}: Each player reveals the top card of their library. For each nonland card revealed this way, add {G} and you gain 1 life. Then each player draws a card."
Shattered Ego,1.0,U,U,Enchantment — Aura,Enchantment,Enchantment,false,Enchant creature Enchanted creature gets -3/-0. {3}{U}{U}: Put enchanted creature into its owner's library third from the top.
Frost Titan,6.0,U,U,Creature — Giant,Creature,Creature,false,"Whenever this creature becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}. Whenever this creature enters or attacks, tap target permanent. It doesn't untap during its controller's next untap step."
Solid Footing,1.0,W,W,Enchantment — Aura,Enchantment,Enchantment,false,"Flash Enchant creature Enchanted creature gets +1/+1. As long as enchanted creature has vigilance, it assigns combat damage equal to its toughness rather than its power."
Sparring Mummy,4.0,W,W,Creature — Zombie,Creature,Creature,false,"When this creature enters, untap target creature."
"Ashiok, Nightmare Weaver",3.0,B;U,B;U,Legendary Planeswalker — Ashiok,"Board Wipe, Planeswalker, Removal",Planeswalker,false,+2: Exile the top three cards of target opponent's library. −X: Put a creature card with mana value X exiled with Ashiok onto the battlefield under your control. That creature is a Nightmare in addition to its other types. −10: Exile all cards from all opponents' hands and graveyards.
Herald of Anafenza,1.0,W,W,Creature — Human Soldier,"Creature, Token Generation",Creature,false,"Outlast {2}{W} ({2}{W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Whenever you activate this creature's outlast ability, create a 1/1 white Warrior creature token."
Rocket-Powered Goblin Glider,3.0,,,Artifact — Equipment,Artifact,Artifact,false,"When this Equipment enters, if it was cast from your graveyard, attach it to target creature you control. Equipped creature gets +2/+0 and has flying and haste. Equip {2} Mayhem {2}"
Ghost Ark,4.0,,,Artifact — Vehicle,Artifact,Artifact,false,"Flying Repair Barge — Whenever this Vehicle becomes crewed, each artifact creature card in your graveyard gains unearth {3} until end of turn. Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
"Gluntch, the Bestower",3.0,G;W,G;W,Legendary Creature — Jellyfish,"Card Draw, Creature, Token Generation",Creature,false,"Flying At the beginning of your end step, choose a player. They put two +1/+1 counters on a creature they control. Choose a second player to draw a card. Then choose a third player to create two Treasure tokens."
